RecordID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
155,2009-01-16,NorfolkIsland,17.3,22.8,0.0,5.2,11.9,SSE,26.0,SE,SSE,13.0,15.0,63.0,61.0,1016.9,1016.2,1.0,1.0,21.3,21.6,No,No
156,2009-01-17,NorfolkIsland,16.2,23.4,0.0,5.8,9.6,NW,30.0,WNW,N,13.0,13.0,65.0,62.0,1015.0,1013.4,1.0,7.0,21.0,22.1,No,Yes
157,2009-01-18,NorfolkIsland,17.9,22.6,12.8,5.8,5.1,WSW,50.0,S,S,15.0,24.0,84.0,66.0,1014.6,1014.8,8.0,7.0,19.2,21.6,Yes,No
158,2009-01-19,NorfolkIsland,16.5,22.5,0.0,5.0,10.6,SSE,31.0,SE,SSE,13.0,19.0,58.0,60.0,1018.7,1018.0,2.0,1.0,21.1,21.4,No,No
159,2009-01-20,NorfolkIsland,17.0,23.0,0.0,6.0,12.2,E,35.0,SE,SE,17.0,19.0,60.0,62.0,1021.7,1021.4,2.0,1.0,21.1,22.0,No,No
160,2008-12-01,Penrith,15.2,32.6,0.0,,,WNW,59.0,NNE,W,13.0,22.0,35.0,23.0,,,,,24.4,31.3,No,No
161,2008-12-02,Penrith,15.0,31.7,0.0,,,ENE,28.0,NNE,N,13.0,15.0,64.0,38.0,,,,,20.4,30.1,No,No
162,2008-12-03,Penrith,15.9,33.4,0.0,,,NW,52.0,N,NW,9.0,30.0,63.0,16.0,,,,,21.0,31.4,No,No
163,2008-12-04,Penrith,17.2,24.8,0.0,,,E,35.0,SSE,E,9.0,19.0,71.0,55.0,,,,,19.5,22.7,No,No
164,2008-12-05,Penrith,17.8,32.2,0.0,,,ENE,28.0,NE,ENE,7.0,15.0,97.0,48.0,,,,,19.8,29.6,No,No
165,2008-12-06,Penrith,18.1,36.2,0.2,,,W,46.0,NW,W,7.0,24.0,75.0,26.0,,,,,25.9,35.7,No,No
166,2008-12-07,Penrith,19.3,27.8,0.0,,,S,50.0,NE,SE,4.0,24.0,99.0,89.0,,,,,20.3,21.7,No,Yes
167,2008-12-08,Penrith,17.2,26.9,12.0,,,NNE,37.0,W,NNE,6.0,11.0,84.0,99.0,,,,,20.5,19.6,Yes,Yes
168,2008-12-09,Penrith,15.9,33.0,4.8,,,NNW,35.0,NNE,WNW,7.0,15.0,89.0,21.0,,,,,20.0,32.2,Yes,No
169,2008-12-10,Penrith,19.5,,0.0,,,,,SSE,,15.0,,60.0,,,,,,23.5,,No,
170,2008-12-11,Penrith,,18.7,,,,ESE,31.0,S,ESE,13.0,11.0,100.0,84.0,,,,,17.4,18.6,,Yes
171,2008-12-12,Penrith,15.5,21.1,6.8,,,SSW,17.0,E,SSW,7.0,9.0,100.0,,,,,,15.8,16.7,Yes,Yes
172,2008-12-13,Penrith,15.8,32.7,42.2,,,NW,76.0,NNW,WNW,9.0,31.0,100.0,35.0,,,,,21.1,32.0,Yes,No
173,2008-12-14,Penrith,19.1,25.5,0.0,,,WSW,61.0,W,WSW,26.0,30.0,42.0,37.0,,,,,21.8,23.3,No,No
174,2008-12-15,Penrith,15.1,27.3,0.0,,,S,43.0,SSW,SE,19.0,9.0,42.0,34.0,,,,,20.0,25.8,No,No
175,2008-12-16,Penrith,12.9,30.5,0.0,,,E,24.0,SSE,E,2.0,13.0,70.0,32.0,,,,,18.4,29.2,No,No
176,2008-12-17,Penrith,14.8,31.6,0.0,,,SE,50.0,N,N,4.0,13.0,69.0,30.0,,,,,21.9,30.4,No,No
177,2008-12-18,Penrith,18.6,33.5,0.0,,,NW,56.0,NNE,NW,7.0,30.0,60.0,26.0,,,,,23.3,32.1,No,No
178,2008-12-19,Penrith,15.8,28.5,0.0,,,SE,54.0,SE,SE,6.0,20.0,44.0,27.0,,,,,23.0,28.0,No,No
179,2008-12-20,Penrith,14.2,24.1,0.0,,,SSE,39.0,S,SE,19.0,20.0,52.0,55.0,,,,,18.3,20.6,No,No
180,2009-01-01,Richmond,12.0,33.1,0.0,,,W,61.0,ENE,W,9.0,31.0,,,1005.5,1001.0,,,20.0,32.1,No,No
181,2009-01-02,Richmond,15.9,25.8,0.0,19.0,,SE,50.0,ENE,SE,13.0,35.0,,,1012.6,1012.1,,,20.0,23.7,No,No
182,2009-01-03,Richmond,13.6,20.8,0.0,,,E,24.0,SSW,NNE,7.0,9.0,,,1021.9,1019.1,,,16.8,20.0,No,No
183,2009-01-04,Richmond,16.3,30.1,0.0,,,NE,33.0,ENE,NE,4.0,17.0,,,1018.7,1013.5,,,19.6,29.3,No,No
184,2009-01-05,Richmond,14.6,36.5,0.0,15.2,,W,57.0,NNE,WSW,7.0,24.0,,,1013.1,1007.7,,,21.2,36.1,No,No
185,2009-01-06,Richmond,14.0,38.2,0.0,,,NNW,59.0,ESE,NE,6.0,11.0,,,1011.8,1006.1,,,22.5,38.0,No,No
186,2009-01-07,Richmond,15.6,38.2,0.0,,,W,48.0,NE,NW,9.0,19.0,,,1010.0,1004.2,,,22.2,35.8,No,No
187,2009-01-08,Richmond,19.4,21.4,0.0,,,SE,43.0,SSE,SE,11.0,19.0,,,1012.4,1013.4,,,20.2,18.3,No,Yes
188,2009-01-09,Richmond,14.2,21.2,1.4,24.0,,E,37.0,SSW,E,17.0,13.0,,,1020.3,1018.5,,,16.9,19.9,Yes,No
189,2009-01-10,Richmond,11.3,25.1,0.0,,,NE,35.0,SSE,E,6.0,19.0,,,1017.1,1012.7,,,17.2,23.3,No,No
190,2009-01-11,Richmond,11.8,28.5,0.0,,,ESE,37.0,W,NE,2.0,17.0,,,1014.3,1009.8,,,19.4,27.8,No,Yes
191,2009-01-12,Richmond,15.4,28.3,3.4,13.4,,ENE,50.0,W,ESE,4.0,30.0,,,1015.8,1014.8,,,17.8,26.4,Yes,No
192,2009-01-13,Richmond,17.8,31.1,0.2,,,NE,35.0,NE,NE,11.0,17.0,,,1019.4,1015.0,,,22.7,29.3,No,No
193,2009-01-14,Richmond,15.1,38.4,0.0,11.8,,ENE,37.0,E,ENE,4.0,13.0,,,1014.6,1009.5,,,22.3,37.0,No,No
194,2009-01-15,Richmond,17.6,40.7,0.0,8.8,,SE,72.0,NE,NW,11.0,24.0,,,1008.9,1005.1,,,29.7,39.9,No,No
195,2009-01-16,Richmond,15.9,34.9,0.4,10.8,,SE,63.0,S,NNE,6.0,11.0,,,1012.9,1007.4,,,19.8,30.7,No,No
196,2009-01-17,Richmond,14.7,21.4,0.2,,,SSE,35.0,SSW,SE,11.0,17.0,,,1020.8,1020.1,,,15.9,20.0,No,No
197,2009-01-18,Richmond,10.7,28.0,0.0,,,NE,33.0,NE,ENE,4.0,11.0,,,1022.1,1018.5,,,18.0,27.1,No,No
198,2009-01-19,Richmond,11.6,33.5,0.0,17.8,,ESE,41.0,NNE,NE,6.0,19.0,,23.0,1019.4,1013.5,,,18.9,31.9,No,No
199,2009-01-20,Richmond,15.4,39.0,0.0,8.0,,NNW,44.0,NE,NW,4.0,19.0,60.0,19.0,1013.7,1008.8,,,22.7,38.5,No,No
200,2008-02-01,Sydney,19.5,22.4,15.6,6.2,0.0,,,S,SSW,17.0,20.0,92.0,84.0,1017.6,1017.4,8.0,8.0,20.7,20.9,Yes,Yes
201,2008-02-02,Sydney,19.5,25.6,6.0,3.4,2.7,,,W,E,9.0,13.0,83.0,73.0,1017.9,1016.4,7.0,7.0,22.4,24.8,Yes,Yes
202,2008-02-03,Sydney,21.6,24.5,6.6,2.4,0.1,,,ESE,ESE,17.0,2.0,88.0,86.0,1016.7,1015.6,7.0,8.0,23.5,23.0,Yes,Yes
203,2008-02-04,Sydney,20.2,22.8,18.8,2.2,0.0,,,NNE,E,22.0,20.0,83.0,90.0,1014.2,1011.8,8.0,8.0,21.4,20.9,Yes,Yes
204,2008-02-05,Sydney,19.7,25.7,77.4,,0.0,,,NNE,W,11.0,6.0,88.0,74.0,1008.3,1004.8,8.0,8.0,22.5,25.5,Yes,Yes
205,2008-02-06,Sydney,20.2,27.2,1.6,2.6,8.6,,,W,ENE,9.0,22.0,69.0,62.0,1002.7,998.6,6.0,6.0,23.8,26.0,Yes,Yes
206,2008-02-07,Sydney,18.6,26.3,6.2,5.2,5.2,,,W,S,15.0,15.0,75.0,80.0,999.0,1000.3,4.0,7.0,21.7,22.3,Yes,Yes
207,2008-02-08,Sydney,17.2,22.3,27.6,5.8,2.1,,,S,SE,7.0,15.0,77.0,61.0,1008.3,1007.4,7.0,8.0,18.9,21.1,Yes,Yes
208,2008-02-09,Sydney,16.4,20.8,12.6,4.8,3.0,,,SSW,W,19.0,9.0,92.0,91.0,1006.4,1007.6,7.0,7.0,17.1,16.5,Yes,Yes
209,2008-02-10,Sydney,14.6,24.2,8.8,4.4,10.1,,,W,SSE,11.0,20.0,80.0,53.0,1014.0,1013.4,4.0,2.0,17.2,23.3,Yes,No
210,2008-02-11,Sydney,16.4,23.9,0.0,6.4,8.0,,,WNW,E,9.0,26.0,78.0,53.0,1017.6,1015.3,7.0,8.0,18.9,23.7,No,No
211,2008-02-12,Sydney,18.9,27.3,0.0,6.8,6.7,,,N,NE,7.0,24.0,68.0,67.0,1010.7,1007.5,7.0,7.0,22.9,24.7,No,Yes
212,2008-02-13,Sydney,18.4,22.8,14.4,7.0,3.3,,,S,S,24.0,30.0,87.0,70.0,1009.2,1011.7,8.0,7.0,20.9,21.0,Yes,Yes
213,2008-02-14,Sydney,16.9,24.3,3.0,3.2,8.7,,,SSW,SSE,15.0,19.0,81.0,51.0,1017.2,1016.5,7.0,1.0,18.4,23.3,Yes,No
214,2008-02-15,Sydney,18.3,24.4,0.0,6.2,8.5,,,SW,SSE,19.0,22.0,80.0,56.0,1020.2,1018.9,7.0,3.0,19.5,23.8,No,No
215,2008-02-16,Sydney,16.7,24.1,0.0,6.2,8.8,,,WNW,SSE,11.0,26.0,77.0,52.0,1023.0,1022.6,7.0,6.0,19.8,23.3,No,No
216,2008-02-17,Sydney,19.5,24.8,0.0,7.6,3.2,,,SE,ESE,13.0,24.0,63.0,62.0,1024.7,1023.1,7.0,7.0,21.8,23.4,No,No
217,2008-02-18,Sydney,18.6,25.3,0.0,4.2,4.5,,,SSE,ENE,13.0,24.0,70.0,59.0,1021.7,1019.4,7.0,6.0,21.2,23.8,No,No
218,2008-02-19,Sydney,19.0,24.8,0.0,5.2,7.5,,,WNW,E,7.0,17.0,79.0,65.0,1018.0,1015.4,7.0,7.0,20.8,23.4,No,No
219,2008-02-20,Sydney,18.3,26.4,0.0,4.6,11.1,,,W,E,13.0,22.0,80.0,60.0,1013.4,1010.8,3.0,1.0,21.3,25.2,No,No
220,2009-01-01,SydneyAirport,17.7,35.1,0.0,9.8,12.9,S,72.0,NW,NW,15.0,33.0,63.0,13.0,1005.3,1000.2,6.0,6.0,22.9,34.0,No,No
221,2009-01-02,SydneyAirport,18.5,23.0,0.0,11.0,5.9,S,63.0,SSE,SE,15.0,35.0,63.0,58.0,1012.9,1014.1,5.0,6.0,20.6,20.1,No,No
222,2009-01-03,SydneyAirport,16.9,23.2,0.0,9.0,0.5,,,ESE,ENE,15.0,17.0,52.0,50.0,1021.8,1019.4,7.0,8.0,18.9,22.0,No,No
223,2009-01-04,SydneyAirport,18.7,27.1,0.0,5.4,11.3,NE,65.0,NNE,NE,24.0,48.0,60.0,51.0,1018.5,1014.9,2.0,1.0,22.9,25.9,No,No
224,2009-01-05,SydneyAirport,20.2,31.6,0.0,10.0,12.2,NNE,63.0,WNW,NE,11.0,35.0,58.0,52.0,1013.2,1008.0,6.0,3.0,24.9,29.0,No,No
225,2009-01-06,SydneyAirport,19.9,29.7,0.0,10.0,11.8,NE,41.0,S,E,19.0,20.0,82.0,54.0,1011.7,1007.8,1.0,1.0,22.7,28.7,No,No
226,2009-01-07,SydneyAirport,20.6,34.9,0.0,9.0,9.3,S,59.0,SSE,NE,15.0,26.0,79.0,52.0,1010.0,1004.7,1.0,7.0,22.3,30.3,No,No
227,2009-01-08,SydneyAirport,20.2,21.7,0.2,9.8,0.0,SSW,56.0,S,S,33.0,35.0,85.0,78.0,1012.4,1013.6,8.0,8.0,20.7,19.7,No,No
228,2009-01-09,SydneyAirport,17.4,22.9,0.0,7.6,5.9,SSE,50.0,SSE,SE,30.0,28.0,54.0,44.0,1020.2,1018.8,7.0,5.0,19.4,22.3,No,No
229,2009-01-10,SydneyAirport,16.3,24.0,0.0,7.6,6.1,ENE,48.0,E,NE,17.0,28.0,49.0,44.0,1017.0,1013.8,7.0,6.0,20.3,23.2,No,No
230,2009-01-11,SydneyAirport,18.0,26.6,0.0,6.6,8.7,NE,54.0,NNE,NE,24.0,33.0,57.0,48.0,1013.9,1011.3,4.0,1.0,23.1,25.7,No,No
231,2009-01-12,SydneyAirport,18.5,24.0,0.8,8.8,11.4,S,39.0,S,S,9.0,28.0,81.0,72.0,1015.5,1016.5,1.0,3.0,21.8,23.7,No,No
232,2009-01-13,SydneyAirport,19.3,27.9,0.6,4.2,11.1,NNE,59.0,SSE,NE,11.0,35.0,84.0,48.0,1019.5,1016.1,6.0,1.0,21.9,26.7,No,No
233,2009-01-14,SydneyAirport,20.9,32.0,0.0,10.2,13.0,NE,67.0,N,NE,9.0,46.0,57.0,39.0,1014.5,1010.5,0.0,1.0,26.5,30.9,No,No
234,2009-01-15,SydneyAirport,22.6,38.8,0.0,14.2,9.4,S,81.0,ENE,NNE,6.0,26.0,42.0,43.0,1009.1,1006.6,1.0,6.0,29.6,32.0,No,Yes
235,2009-01-16,SydneyAirport,18.4,26.3,5.4,10.2,10.1,SSE,54.0,S,E,17.0,24.0,73.0,54.0,1013.0,1008.9,1.0,0.0,20.5,25.5,Yes,No
236,2009-01-17,SydneyAirport,17.1,20.7,0.0,10.4,6.5,S,54.0,SSE,S,43.0,33.0,58.0,57.0,1020.2,1020.8,7.0,3.0,18.8,19.8,No,No
237,2009-01-18,SydneyAirport,14.4,25.0,0.0,5.6,12.7,ENE,43.0,WSW,ENE,9.0,30.0,65.0,43.0,1022.0,1019.8,1.0,1.0,19.3,23.5,No,No
238,2009-01-19,SydneyAirport,17.0,27.3,0.0,11.0,12.7,NNE,59.0,N,NE,22.0,37.0,53.0,49.0,1019.2,1014.7,3.0,6.0,22.2,25.6,No,No
239,2009-01-20,SydneyAirport,19.5,31.7,0.0,9.0,12.4,NE,67.0,N,NE,7.0,41.0,51.0,38.0,1013.8,1009.9,1.0,1.0,25.8,31.1,No,Yes
240,2009-01-01,WaggaWagga,9.9,28.4,0.0,9.8,13.5,WNW,59.0,NW,W,7.0,35.0,37.0,24.0,1005.2,1003.5,1.0,1.0,20.8,27.0,No,No
241,2009-01-02,WaggaWagga,8.9,25.3,0.0,14.8,13.7,WSW,48.0,SW,SW,22.0,28.0,37.0,10.0,1013.9,1012.9,1.0,0.0,14.7,23.2,No,No
242,2009-01-03,WaggaWagga,11.0,30.7,0.0,9.8,13.7,NE,39.0,ENE,NNE,26.0,9.0,43.0,18.0,1017.8,1014.3,0.0,1.0,18.9,28.0,No,No
243,2009-01-04,WaggaWagga,14.7,35.2,0.0,9.4,12.1,N,39.0,NE,NW,17.0,13.0,46.0,19.0,1014.8,1010.6,1.0,4.0,24.7,33.7,No,No
244,2009-01-05,WaggaWagga,11.8,36.5,0.0,11.6,13.4,W,43.0,NNE,SW,7.0,19.0,23.0,5.0,1013.1,1009.8,1.0,1.0,23.6,34.6,No,No
245,2009-01-06,WaggaWagga,12.5,39.1,0.0,13.0,13.6,SW,72.0,NE,W,6.0,30.0,23.0,3.0,1011.4,1007.4,0.0,0.0,25.8,37.4,No,No
246,2009-01-07,WaggaWagga,15.6,41.8,0.0,15.2,9.3,NNW,59.0,ESE,W,13.0,30.0,17.0,5.0,1006.4,1002.5,1.0,6.0,29.1,39.4,No,No
247,2009-01-08,WaggaWagga,14.5,30.4,0.0,17.0,12.9,W,54.0,WSW,WSW,19.0,28.0,38.0,8.0,1011.9,1010.9,1.0,0.0,18.9,28.5,No,No
248,2009-01-09,WaggaWagga,14.8,28.7,0.0,14.0,12.8,ENE,78.0,E,NE,30.0,20.0,46.0,18.0,1016.9,1013.5,0.0,4.0,19.0,27.2,No,No
249,2009-01-10,WaggaWagga,15.9,29.7,0.0,11.4,12.7,ENE,61.0,ENE,ENE,26.0,20.0,43.0,31.0,1013.4,1008.8,2.0,6.0,19.3,27.1,No,No
250,2009-01-11,WaggaWagga,18.1,31.3,0.0,10.4,10.1,E,33.0,ENE,NNW,20.0,9.0,51.0,38.0,1010.1,1007.3,1.0,7.0,22.6,29.1,No,No
251,2009-01-12,WaggaWagga,16.5,35.4,0.0,7.2,13.5,NE,39.0,ENE,WSW,9.0,15.0,53.0,17.0,1013.9,1011.8,1.0,1.0,24.9,33.9,No,No
252,2009-01-13,WaggaWagga,19.4,38.3,0.0,12.8,13.4,ENE,41.0,ENE,N,15.0,13.0,50.0,16.0,1016.1,1011.2,0.0,1.0,25.0,36.1,No,No
253,2009-01-14,WaggaWagga,20.9,42.0,0.0,12.0,13.4,WNW,50.0,N,W,13.0,24.0,29.0,10.0,1012.3,1008.1,1.0,1.0,31.0,41.0,No,No
254,2009-01-15,WaggaWagga,25.6,36.9,0.0,16.8,10.1,W,48.0,W,WSW,26.0,26.0,19.0,7.0,1008.6,1009.0,1.0,4.0,32.4,35.0,No,No
255,2009-01-16,WaggaWagga,14.0,28.4,0.0,15.4,13.3,SW,61.0,WSW,SW,24.0,37.0,35.0,15.0,1014.6,1012.3,1.0,1.0,20.0,26.7,No,No
256,2009-01-17,WaggaWagga,10.8,29.3,0.0,15.0,13.4,E,35.0,ESE,NE,15.0,11.0,27.0,14.0,1018.4,1016.6,1.0,1.0,18.1,26.6,No,No
257,2009-01-18,WaggaWagga,13.7,31.8,0.0,10.2,12.9,E,30.0,ENE,NNE,17.0,9.0,45.0,14.0,1020.1,1016.7,1.0,1.0,18.9,29.9,No,No
258,2009-01-19,WaggaWagga,15.9,36.4,0.0,9.6,12.5,W,46.0,ENE,W,13.0,20.0,36.0,10.0,1016.0,1011.0,5.0,1.0,25.2,35.0,No,No
259,2009-01-20,WaggaWagga,21.8,40.0,0.0,10.2,8.4,W,115.0,N,NNE,17.0,20.0,41.0,19.0,1011.0,1006.0,0.0,6.0,30.9,37.2,No,Yes
260,2009-01-01,Williamtown,15.2,34.0,0.0,11.6,9.2,NW,41.0,WNW,SE,17.0,20.0,62.0,36.0,1005.2,1001.5,3.0,6.0,23.7,28.7,No,No
261,2009-01-02,Williamtown,18.3,24.5,0.0,8.8,9.4,S,54.0,S,E,13.0,30.0,61.0,57.0,1012.1,1011.7,3.0,2.0,21.6,23.4,No,No
262,2009-01-03,Williamtown,16.8,23.5,0.4,8.4,0.4,NE,37.0,ESE,ENE,19.0,22.0,60.0,58.0,1020.4,1018.4,7.0,7.0,20.1,21.7,No,No
263,2009-01-04,Williamtown,17.5,27.8,0.0,5.0,12.0,E,50.0,NE,ENE,19.0,35.0,60.0,51.0,1018.4,1014.6,1.0,1.0,22.7,26.4,No,No
264,2009-01-05,Williamtown,14.8,36.0,0.0,8.6,11.9,ENE,37.0,NNW,ENE,15.0,26.0,67.0,39.0,1013.6,1008.7,2.0,3.0,22.5,33.8,No,No
265,2009-01-06,Williamtown,18.6,33.7,0.0,9.2,13.0,ENE,39.0,SSE,ESE,13.0,19.0,68.0,49.0,1011.1,1008.1,1.0,1.0,26.3,29.2,No,No
266,2009-01-07,Williamtown,19.7,35.5,0.0,11.0,5.3,NE,30.0,S,ENE,15.0,19.0,81.0,40.0,1009.9,1005.8,4.0,7.0,24.1,33.8,No,No
267,2009-01-08,Williamtown,20.7,23.8,0.0,7.8,0.1,SSW,48.0,SSW,S,35.0,24.0,83.0,79.0,1010.3,1011.9,7.0,8.0,21.7,21.8,No,Yes
268,2009-01-09,Williamtown,17.6,23.0,1.4,8.6,1.9,S,43.0,SE,SSE,24.0,28.0,61.0,51.0,1018.7,1017.6,8.0,6.0,19.1,21.9,Yes,No
269,2009-01-10,Williamtown,13.3,24.9,0.0,4.2,10.1,ESE,44.0,NE,ESE,7.0,30.0,57.0,46.0,1016.2,1012.8,6.0,6.0,20.6,22.9,No,No
270,2009-01-11,Williamtown,12.9,27.9,0.0,9.2,11.7,,,NE,ENE,17.0,28.0,56.0,45.0,1013.3,1010.3,2.0,2.0,22.7,26.6,No,No
271,2009-01-12,Williamtown,16.1,28.2,0.0,8.4,13.0,SE,43.0,ENE,ESE,6.0,31.0,64.0,61.0,1014.4,1014.5,1.0,2.0,24.0,27.1,No,No
272,2009-01-13,Williamtown,16.6,28.2,0.0,9.6,13.1,ENE,46.0,NE,ENE,17.0,26.0,62.0,50.0,1018.8,1016.1,1.0,1.0,23.7,27.7,No,No
273,2009-01-14,Williamtown,16.7,35.2,0.0,9.0,13.1,ENE,39.0,N,ENE,13.0,26.0,67.0,33.0,1015.2,1011.5,0.0,1.0,24.3,34.5,No,No
274,2009-01-15,Williamtown,17.1,42.0,0.0,10.4,11.8,SSW,57.0,N,WNW,11.0,22.0,51.0,15.0,1010.4,1006.2,0.0,2.0,26.8,40.5,No,Yes
275,2009-01-16,Williamtown,19.3,26.2,6.0,13.8,7.2,SE,46.0,S,SE,17.0,22.0,80.0,64.0,1012.1,1009.1,7.0,1.0,20.2,25.1,Yes,No
276,2009-01-17,Williamtown,18.8,23.2,0.0,9.0,2.8,SSE,48.0,SSE,SSE,30.0,30.0,57.0,52.0,1019.0,1019.4,7.0,6.0,19.8,20.9,No,No
277,2009-01-18,Williamtown,11.5,24.2,0.0,6.0,11.8,E,39.0,W,ESE,7.0,28.0,69.0,45.0,1021.5,1019.6,1.0,1.0,19.7,23.1,No,No
278,2009-01-19,Williamtown,11.1,30.0,0.0,7.6,10.0,ENE,35.0,NE,ENE,13.0,22.0,59.0,46.0,1019.0,1014.8,7.0,7.0,21.2,26.3,No,No
279,2009-01-20,Williamtown,14.0,34.9,0.0,7.6,13.3,NE,44.0,N,NE,9.0,24.0,59.0,34.0,1014.4,1010.3,2.0,2.0,24.5,33.3,No,No
280,2008-12-01,Wollongong,,,,,,,,,,,,,,1007.9,1003.3,,,,,,
281,2008-12-02,Wollongong,,,,,,,,,,,,,,1010.9,1006.8,,,,,,
282,2008-12-03,Wollongong,,27.4,,,,SSE,70.0,,E,,19.0,,63.0,1007.8,1005.8,,,,23.9,,No
283,2008-12-04,Wollongong,15.7,21.5,0.4,,,NE,39.0,E,ENE,20.0,22.0,67.0,65.0,1020.3,1018.9,8.0,7.0,18.1,19.5,No,No
284,2008-12-05,Wollongong,18.0,27.7,0.0,,,ENE,41.0,NNE,NNE,22.0,19.0,79.0,75.0,1014.3,1009.2,8.0,,20.1,23.4,No,No
285,2008-12-06,Wollongong,18.6,32.5,0.2,,,SSE,44.0,SE,SSE,6.0,22.0,57.0,81.0,1006.0,1004.4,,4.0,27.6,21.2,No,No
286,2008-12-07,Wollongong,17.9,23.6,0.6,,,SSE,50.0,WNW,SSE,28.0,28.0,67.0,80.0,1007.2,1008.9,8.0,7.0,21.0,20.4,No,Yes
287,2008-12-08,Wollongong,15.3,21.9,11.2,,,ENE,54.0,S,ENE,11.0,37.0,79.0,77.0,1014.8,1011.9,8.0,8.0,18.7,20.4,Yes,Yes
288,2008-12-09,Wollongong,17.1,23.4,3.0,,,NE,57.0,ENE,NE,15.0,44.0,74.0,78.0,1010.2,1005.8,,4.0,21.4,22.9,Yes,No
289,2008-12-10,Wollongong,17.8,20.2,0.0,,,SSW,59.0,SSE,SSE,44.0,37.0,77.0,80.0,1008.6,1010.8,8.0,7.0,20.1,18.5,No,Yes
290,2008-12-11,Wollongong,15.6,18.5,15.0,,,E,33.0,E,E,13.0,20.0,93.0,72.0,1014.9,1015.9,8.0,8.0,16.5,17.9,Yes,Yes
291,2008-12-12,Wollongong,16.3,22.8,3.4,,,NNE,67.0,NNE,NE,28.0,24.0,89.0,94.0,1015.5,1010.0,8.0,8.0,17.1,17.5,Yes,Yes
292,2008-12-13,Wollongong,16.1,31.6,48.4,,,NW,91.0,N,W,22.0,30.0,84.0,30.0,994.0,990.7,,,22.5,31.2,Yes,No
293,2008-12-14,Wollongong,18.2,25.0,0.0,,,WNW,85.0,WSW,W,30.0,33.0,43.0,33.0,996.1,996.8,,3.0,20.5,24.6,No,No
294,2008-12-15,Wollongong,15.4,20.7,0.6,,,SSW,56.0,SSW,SSE,31.0,28.0,47.0,54.0,1007.0,1007.6,,,18.9,19.7,No,No
295,2008-12-16,Wollongong,14.8,23.1,0.0,,,ENE,39.0,NE,NNE,9.0,17.0,62.0,67.0,1012.5,1010.1,,,20.6,22.1,No,No
296,2008-12-17,Wollongong,16.3,23.1,0.0,,,S,50.0,ENE,SE,9.0,9.0,74.0,80.0,1011.7,1008.7,,7.0,20.6,20.9,No,No
297,2008-12-18,Wollongong,17.3,29.0,0.0,,,NW,67.0,E,NE,13.0,9.0,73.0,79.0,1004.5,1000.3,,,21.4,22.5,No,No
298,2008-12-19,Wollongong,14.8,23.8,0.8,,,S,56.0,SSE,SSE,9.0,33.0,52.0,61.0,1005.6,1008.2,,6.0,20.7,18.9,No,No
299,2008-12-20,Wollongong,14.1,19.0,0.0,,,SSE,56.0,S,SSE,26.0,30.0,58.0,73.0,1019.7,1020.0,3.0,8.0,17.1,17.1,No,No
300,2007-11-01,Canberra,8.0,24.3,0.0,3.4,6.3,NW,30.0,SW,NW,6.0,20.0,68.0,29.0,1019.7,1015.0,7.0,7.0,14.4,23.6,No,Yes
301,2007-11-02,Canberra,14.0,26.9,3.6,4.4,9.7,ENE,39.0,E,W,4.0,17.0,80.0,36.0,1012.4,1008.4,5.0,3.0,17.5,25.7,Yes,Yes
302,2007-11-03,Canberra,13.7,23.4,3.6,5.8,3.3,NW,85.0,N,NNE,6.0,6.0,82.0,69.0,1009.5,1007.2,8.0,7.0,15.4,20.2,Yes,Yes
303,2007-11-04,Canberra,13.3,15.5,39.8,7.2,9.1,NW,54.0,WNW,W,30.0,24.0,62.0,56.0,1005.5,1007.0,2.0,7.0,13.5,14.1,Yes,Yes
304,2007-11-05,Canberra,7.6,16.1,2.8,5.6,10.6,SSE,50.0,SSE,ESE,20.0,28.0,68.0,49.0,1018.3,1018.5,7.0,7.0,11.1,15.4,Yes,No
305,2007-11-06,Canberra,6.2,16.9,0.0,5.8,8.2,SE,44.0,SE,E,20.0,24.0,70.0,57.0,1023.8,1021.7,7.0,5.0,10.9,14.8,No,No
306,2007-11-07,Canberra,6.1,18.2,0.2,4.2,8.4,SE,43.0,SE,ESE,19.0,26.0,63.0,47.0,1024.6,1022.2,4.0,6.0,12.4,17.3,No,No
307,2007-11-08,Canberra,8.3,17.0,0.0,5.6,4.6,E,41.0,SE,E,11.0,24.0,65.0,57.0,1026.2,1024.2,6.0,7.0,12.1,15.5,No,No
308,2007-11-09,Canberra,8.8,19.5,0.0,4.0,4.1,S,48.0,E,ENE,19.0,17.0,70.0,48.0,1026.1,1022.7,7.0,7.0,14.1,18.9,No,Yes
309,2007-11-10,Canberra,8.4,22.8,16.2,5.4,7.7,E,31.0,S,ESE,7.0,6.0,82.0,32.0,1024.1,1020.7,7.0,1.0,13.3,21.7,Yes,No
310,2007-11-11,Canberra,9.1,25.2,0.0,4.2,11.9,N,30.0,SE,NW,6.0,9.0,74.0,34.0,1024.4,1021.1,1.0,2.0,14.6,24.0,No,No
311,2007-11-12,Canberra,8.5,27.3,0.2,7.2,12.5,E,41.0,E,NW,2.0,15.0,54.0,35.0,1023.8,1019.9,0.0,3.0,16.8,26.0,No,No
